#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=Limits for market risks should be compiled for the institution as well as for individual units, various trading desks, product areas or individual traders within position-taking units.
1-1	0-6	Limits	Artifact[1]	
1-2	7-10	for	Artifact[1]	
1-3	11-17	market	Artifact[1]	
1-4	18-23	risks	Artifact[1]	
1-5	24-30	should	Modality	
1-6	31-33	be	Action[2]	
1-7	34-42	compiled	Action[2]	
1-8	43-46	for	Action[2]	
1-9	47-50	the	Action[2]|Actor:Target[3]	
1-10	51-62	institution	Action[2]|Actor:Target[3]	
1-11	63-65	as	Action[2]	
1-12	66-70	well	Action[2]	
1-13	71-73	as	Action[2]	
1-14	74-77	for	Action[2]	
1-15	78-88	individual	Action[2]|Actor:Target[4]	
1-16	89-94	units	Action[2]|Actor:Target[4]	
1-17	94-95	,	Action[2]	
1-18	96-103	various	Action[2]|Actor:Target[5]	
1-19	104-111	trading	Action[2]|Actor:Target[5]	
1-20	112-117	desks	Action[2]|Actor:Target[5]	
1-21	117-118	,	Action[2]	
1-22	119-126	product	Action[2]|Actor:Target[6]	
1-23	127-132	areas	Action[2]|Actor:Target[6]	
1-24	133-135	or	Action[2]	
1-25	136-146	individual	Action[2]|Actor:Target[7]	
1-26	147-154	traders	Action[2]|Actor:Target[7]	
1-27	155-161	within	Action[2]|Actor:Target[7]	
1-28	162-177	position-taking	Action[2]|Actor:Target[7]	
1-29	178-183	units	Action[2]|Actor:Target[7]	
1-30	183-184	.	_	

#Text=The limits should be consistent with applied risk measurements and designed to restrict immediate and/or accumulated losses over a given period, e.g. a month or a year.
2-1	185-188	The	Artifact[8]	
2-2	189-195	limits	Artifact[8]	
2-3	196-202	should	Modality	
2-4	203-205	be	Situation[9]	
2-5	206-216	consistent	Situation[9]	
2-6	217-221	with	Situation[9]	
2-7	222-229	applied	Situation[9]|Artifact[10]	
2-8	230-234	risk	Situation[9]|Artifact[10]	
2-9	235-247	measurements	Situation[9]|Artifact[10]	
2-10	248-251	and	_	
2-11	252-260	designed	Situation[11]	
2-12	261-263	to	Situation[11]	
2-13	264-272	restrict	Situation[11]	
2-14	273-282	immediate	Situation[11]|Artifact[12]	
2-15	283-286	and	Situation[11]|Artifact[12]	
2-16	286-287	/	Situation[11]|Artifact[12]	
2-17	287-289	or	Situation[11]|Artifact[12]	
2-18	290-301	accumulated	Situation[11]|Artifact[12]	
2-19	302-308	losses	Situation[11]|Artifact[12]	
2-20	309-313	over	Situation[11]	
2-21	314-315	a	Situation[11]	
2-22	316-321	given	Situation[11]	
2-23	322-328	period	Situation[11]|Time[13]	
2-24	328-329	,	Situation[11]	
2-25	330-333	e.g	Situation[11]	
2-26	333-334	.	Situation[11]	
2-27	335-336	a	Situation[11]	
2-28	337-342	month	Situation[11]|Time[14]	
2-29	343-345	or	Situation[11]	
2-30	346-347	a	Situation[11]	
2-31	348-352	year	Situation[11]|Time[15]	
2-32	352-353	.	_	

#Text=The institution should have a centralised function for independent control of market risk that reports to the managing director or a member of senior management not responsible for position-taking units and who has knowledge about financial instruments and methods for management and control of market risks.
3-1	355-358	The	Actor[16]	
3-2	359-370	institution	Actor[16]	
3-3	371-377	should	Modality	
3-4	378-382	have	Situation[17]	
3-5	383-384	a	Situation[17]	
3-6	385-396	centralised	Situation[17]|Actor:Target[18]	
3-7	397-405	function	Situation[17]|Actor:Target[18]	
3-8	406-409	for	Situation[17]|Actor:Target[18]	
3-9	410-421	independent	Situation[17]|Actor:Target[18]	
3-10	422-429	control	Situation[17]|Actor:Target[18]	
3-11	430-432	of	Situation[17]|Actor:Target[18]	
3-12	433-439	market	Situation[17]|Actor:Target[18]	
3-13	440-444	risk	Situation[17]|Actor:Target[18]	
3-14	445-449	that	_	
3-15	450-457	reports	Action[19]	
3-16	458-460	to	Action[19]	
3-17	461-464	the	Action[19]	
3-18	465-473	managing	Action[19]|Actor:Target[20]	
3-19	474-482	director	Action[19]|Actor:Target[20]	
3-20	483-485	or	Action[19]	
3-21	486-487	a	Action[19]	
3-22	488-494	member	Action[19]|Actor:Target[21]	
3-23	495-497	of	Action[19]|Actor:Target[21]	
3-24	498-504	senior	Action[19]|Actor:Target[21]	
3-25	505-515	management	Action[19]|Actor:Target[21]	
3-26	516-519	not	Action[19]|Actor:Target[21]|Constraint:Condition[22]	
3-27	520-531	responsible	Action[19]|Actor:Target[21]|Constraint:Condition[22]	
3-28	532-535	for	Action[19]|Actor:Target[21]|Constraint:Condition[22]	
3-29	536-551	position-taking	Action[19]|Actor:Target[21]|Constraint:Condition[22]	
3-30	552-557	units	Action[19]|Actor:Target[21]|Constraint:Condition[22]	
3-31	558-561	and	_	
3-32	562-565	who	_	
3-33	566-569	has	Situation[23]	
3-34	570-579	knowledge	Situation[23]	
3-35	580-585	about	Situation[23]	
3-36	586-595	financial	Situation[23]|Artifact[24]	
3-37	596-607	instruments	Situation[23]|Artifact[24]	
3-38	608-611	and	Situation[23]	
3-39	612-619	methods	Situation[23]|Artifact[25]	
3-40	620-623	for	Situation[23]|Artifact[25]	
3-41	624-634	management	Situation[23]|Artifact[25]	
3-42	635-638	and	Situation[23]|Artifact[25]	
3-43	639-646	control	Situation[23]|Artifact[25]	
3-44	647-649	of	Situation[23]|Artifact[25]	
3-45	650-656	market	Situation[23]|Artifact[25]	
3-46	657-662	risks	Situation[23]|Artifact[25]	
3-47	662-663	.	Situation[23]	

#Text=The function should have sufficient resources and expertise regarding market risks.
4-1	664-667	The	Actor:Agent[26]	
4-2	668-676	function	Actor:Agent[26]	
4-3	677-683	should	Modality	
4-4	684-688	have	Situation[27]	
4-5	689-699	sufficient	Situation[27]	
4-6	700-709	resources	Situation[27]	
4-7	710-713	and	Situation[27]	
4-8	714-723	expertise	Situation[27]	
4-9	724-733	regarding	Situation[27]	
4-10	734-740	market	Situation[27]	
4-11	741-746	risks	Situation[27]	
4-12	746-747	.	Situation[27]	
