#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=The firm shall calculate and report to Finansinspektionen the effect a sudden change in the general interest rate level (interest rate shock) has on its financial value.
1-1	0-3	The	Actor:Agent[1]	
1-2	4-8	firm	Actor:Agent[1]	
1-3	9-14	shall	Modality	
1-4	15-24	calculate	Action[2]	
1-5	25-28	and	Action[2]	
1-6	29-35	report	Action[2]	
1-7	36-38	to	Action[2]	
1-8	39-57	Finansinspektionen	Action[2]|Actor:Target[3]	
1-9	58-61	the	Action[2]	
1-10	62-68	effect	Action[2]	
1-11	69-70	a	Action[2]	
1-12	71-77	sudden	Action[2]	
1-13	78-84	change	Action[2]	
1-14	85-87	in	Action[2]	
1-15	88-91	the	Action[2]	
1-16	92-99	general	Action[2]|Artifact[4]	
1-17	100-108	interest	Action[2]|Artifact[4]	
1-18	109-113	rate	Action[2]|Artifact[4]	
1-19	114-119	level	Action[2]|Artifact[4]	
1-20	120-121	(	Action[2]	
1-21	121-129	interest	Action[2]|Artifact[5]	
1-22	130-134	rate	Action[2]|Artifact[5]	
1-23	135-140	shock	Action[2]|Artifact[5]	
1-24	140-141	)	Action[2]	
1-25	142-145	has	Action[2]	
1-26	146-148	on	Action[2]	
1-27	149-152	its	Action[2]	
1-28	153-162	financial	Action[2]	
1-29	163-168	value	Action[2]	
1-30	168-169	.	Action[2]	

#Text=The interest rate shock shall correspond to a sudden and sustainable parallel shift by 200 basis points applied to the yield curves to which current positions are tied at the time of reporting.
2-1	171-174	The	_	
2-2	175-183	interest	Artifact[6]	
2-3	184-188	rate	Artifact[6]	
2-4	189-194	shock	Artifact[6]	
2-5	195-200	shall	Modality	
2-6	201-211	correspond	Situation[7]	
2-7	212-214	to	Situation[7]	
2-8	215-216	a	Situation[7]	
2-9	217-223	sudden	Situation[7]	
2-10	224-227	and	Situation[7]	
2-11	228-239	sustainable	Situation[7]	
2-12	240-248	parallel	Situation[7]	
2-13	249-254	shift	Situation[7]	
2-14	255-257	by	Situation[7]	
2-15	258-261	200	Situation[7]	
2-16	262-267	basis	Situation[7]	
2-17	268-274	points	Situation[7]	
2-18	275-282	applied	Situation[7]	
2-19	283-285	to	Situation[7]	
2-20	286-289	the	Situation[7]	
2-21	290-295	yield	Situation[7]|Artifact[8]	
2-22	296-302	curves	Situation[7]|Artifact[8]	
2-23	303-305	to	Situation[7]	
2-24	306-311	which	Situation[7]	
2-25	312-319	current	Situation[7]	
2-26	320-329	positions	Situation[7]	
2-27	330-333	are	Situation[7]	
2-28	334-338	tied	Situation[7]	
2-29	339-341	at	Situation[7]|Time[9]	
2-30	342-345	the	Situation[7]|Time[9]	
2-31	346-350	time	Situation[7]|Time[9]	
2-32	351-353	of	Situation[7]|Time[9]	
2-33	354-363	reporting	Situation[7]|Time[9]	
2-34	363-364	.	_	

#Text=Where the effect of such a shock results in a decline in the firm’s economic value by more than 20% in relation to its own funds, the firm shall submit a statement to Finansinspektionen describing the measures required to reduce the potential decline.
3-1	366-371	Where	Constraint:Condition[10]	
3-2	372-375	the	Constraint:Condition[10]	
3-3	376-382	effect	Constraint:Condition[10]	
3-4	383-385	of	Constraint:Condition[10]	
3-5	386-390	such	Constraint:Condition[10]	
3-6	391-392	a	Constraint:Condition[10]	
3-7	393-398	shock	Constraint:Condition[10]	
3-8	399-406	results	Constraint:Condition[10]	
3-9	407-409	in	Constraint:Condition[10]	
3-10	410-411	a	Constraint:Condition[10]	
3-11	412-419	decline	Constraint:Condition[10]	
3-12	420-422	in	Constraint:Condition[10]	
3-13	423-426	the	Constraint:Condition[10]	
3-14	427-431	firm	Constraint:Condition[10]	
3-15	431-432	’	Constraint:Condition[10]	
3-16	432-433	s	Constraint:Condition[10]	
3-17	434-442	economic	Constraint:Condition[10]	
3-18	443-448	value	Constraint:Condition[10]	
3-19	449-451	by	Constraint:Condition[10]	
3-20	452-456	more	Constraint:Condition[10]	
3-21	457-461	than	Constraint:Condition[10]	
3-22	462-465	20%	Constraint:Condition[10]	
3-23	466-468	in	Constraint:Condition[10]	
3-24	469-477	relation	Constraint:Condition[10]	
3-25	478-480	to	Constraint:Condition[10]	
3-26	481-484	its	Constraint:Condition[10]	
3-27	485-488	own	Constraint:Condition[10]	
3-28	489-494	funds	Constraint:Condition[10]	
3-29	494-495	,	_	
3-30	496-499	the	Actor:Agent[11]	
3-31	500-504	firm	Actor:Agent[11]	
3-32	505-510	shall	Modality	
3-33	511-517	submit	Action[12]	
3-34	518-519	a	Action[12]	
3-35	520-529	statement	Action[12]|Artifact[13]	
3-36	530-532	to	Action[12]	
3-37	533-551	Finansinspektionen	Action[12]|Actor:Target[14]	
3-38	552-562	describing	Action[12]	
3-39	563-566	the	Action[12]	
3-40	567-575	measures	Action[12]	
3-41	576-584	required	Action[12]	
3-42	585-587	to	Action[12]	
3-43	588-594	reduce	Action[12]	
3-44	595-598	the	Action[12]	
3-45	599-608	potential	Action[12]	
3-46	609-616	decline	Action[12]	
3-47	616-617	.	_	

#Text=The calculation shall cover items in non-trading activities that are tied to interest rate conditions.
4-1	619-622	The	Artifact[15]	
4-2	623-634	calculation	Artifact[15]	
4-3	635-640	shall	Modality	
4-4	641-646	cover	Situation[16]	
4-5	647-652	items	Situation[16]|Artifact[17]	
4-6	653-655	in	Situation[16]|Artifact[17]	
4-7	656-667	non-trading	Situation[16]|Artifact[17]	
4-8	668-678	activities	Situation[16]|Artifact[17]	
4-9	679-683	that	Situation[16]	
4-10	684-687	are	Situation[16]	
4-11	688-692	tied	Situation[16]	
4-12	693-695	to	Situation[16]	
4-13	696-704	interest	Situation[16]|Artifact[18]	
4-14	705-709	rate	Situation[16]|Artifact[18]	
4-15	710-720	conditions	Situation[16]|Artifact[18]	
4-16	720-721	.	_	

#Text=This refers both to assets and liabilities on the balance sheet and long and short positions that are not included in the balance sheet (off-balance sheet items).
5-1	722-726	This	Situation[19]	
5-2	727-733	refers	Situation[19]	
5-3	734-738	both	Situation[19]	
5-4	739-741	to	Situation[19]	
5-5	742-748	assets	Situation[19]	
5-6	749-752	and	Situation[19]	
5-7	753-764	liabilities	Situation[19]	
5-8	765-767	on	Situation[19]	
5-9	768-771	the	Situation[19]	
5-10	772-779	balance	Situation[19]|Artifact[20]	
5-11	780-785	sheet	Situation[19]|Artifact[20]	
5-12	786-789	and	Situation[19]	
5-13	790-794	long	Situation[19]	
5-14	795-798	and	Situation[19]	
5-15	799-804	short	Situation[19]	
5-16	805-814	positions	Situation[19]	
5-17	815-819	that	Situation[19]	
5-18	820-823	are	Situation[19]	
5-19	824-827	not	Situation[19]	
5-20	828-836	included	Situation[19]	
5-21	837-839	in	Situation[19]	
5-22	840-843	the	Situation[19]	
5-23	844-851	balance	Situation[19]|Artifact[21]	
5-24	852-857	sheet	Situation[19]|Artifact[21]	
5-25	858-859	(	Situation[19]	
5-26	859-870	off-balance	Situation[19]	
5-27	871-876	sheet	Situation[19]	
5-28	877-882	items	Situation[19]	
5-29	882-883	)	Situation[19]	
5-30	883-884	.	_	

#Text=For currencies where the firm has assets or liabilities, the calculations shall be made currency by currency.
6-1	886-889	For	Constraint:Condition[22]	
6-2	890-900	currencies	Constraint:Condition[22]	
6-3	901-906	where	Constraint:Condition[22]	
6-4	907-910	the	Constraint:Condition[22]	
6-5	911-915	firm	Constraint:Condition[22]	
6-6	916-919	has	Constraint:Condition[22]	
6-7	920-926	assets	Constraint:Condition[22]	
6-8	927-929	or	Constraint:Condition[22]	
6-9	930-941	liabilities	Constraint:Condition[22]	
6-10	941-942	,	_	
6-11	943-946	the	Actor:Target[23]	
6-12	947-959	calculations	Actor:Target[23]	
