#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=An application for authorisation to acquire shares or participations in a financial institution shall include the information set out in Appendix 1a for a natural person or Appendix 1b for a legal person.
1-1	0-2	An	Actor:Agent[1]	
1-2	3-14	application	Actor:Agent[1]	
1-3	15-18	for	Actor:Agent[1]	
1-4	19-32	authorisation	Actor:Agent[1]	
1-5	33-35	to	Actor:Agent[1]	
1-6	36-43	acquire	Actor:Agent[1]	
1-7	44-50	shares	Actor:Agent[1]	
1-8	51-53	or	Actor:Agent[1]	
1-9	54-68	participations	Actor:Agent[1]	
1-10	69-71	in	Actor:Agent[1]	
1-11	72-73	a	Actor:Agent[1]	
1-12	74-83	financial	Actor:Agent[1]	
1-13	84-95	institution	Actor:Agent[1]	
1-14	96-101	shall	Modality	
1-15	102-109	include	Action[2]	
1-16	110-113	the	Action[2]	
1-17	114-125	information	Action[2]|Artifact[3]	
1-18	126-129	set	Action[2]	
1-19	130-133	out	Action[2]	
1-20	134-136	in	Action[2]	
1-21	137-145	Appendix	Action[2]|Reference[4]	
1-22	146-148	1a	Action[2]|Reference[4]	
1-23	149-152	for	Action[2]	
1-24	153-154	a	Action[2]	
1-25	155-162	natural	Action[2]	
1-26	163-169	person	Action[2]	
1-27	170-172	or	Action[2]	
1-28	173-181	Appendix	Action[2]|Reference[5]	
1-29	182-184	1b	Action[2]|Reference[5]	
1-30	185-188	for	Action[2]	
1-31	189-190	a	Action[2]	
1-32	191-196	legal	Action[2]	
1-33	197-203	person	Action[2]	
1-34	203-204	.	_	

#Text=Where the acquirer is a legal person, Appendix 1b shall be used for information about the legal person and Appendix 1c for information about board members, deputy board members, managing directors and deputy managing directors in the acquiring legal person.
2-1	206-211	Where	Constraint:Condition[6]	
2-2	212-215	the	Constraint:Condition[6]|Actor:Agent[7]	
2-3	216-224	acquirer	Constraint:Condition[6]|Actor:Agent[7]	
2-4	225-227	is	Constraint:Condition[6]	
2-5	228-229	a	Constraint:Condition[6]	
2-6	230-235	legal	Constraint:Condition[6]	
2-7	236-242	person	Constraint:Condition[6]	
