#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=If the distribution or value requirements set out in section 2, second paragraph do not exist, official listing may occur provided that the securities exchange determines that the market conditions are still satisfactory.
1-1	0-2	If	Constraint:Condition[1]	
1-2	3-6	the	Constraint:Condition[1]	
1-3	7-19	distribution	Constraint:Condition[1]|Artifact[2]	
1-4	20-22	or	Constraint:Condition[1]|Artifact[2]	
1-5	23-28	value	Constraint:Condition[1]|Artifact[2]	
1-6	29-41	requirements	Constraint:Condition[1]|Artifact[2]	
1-7	42-45	set	Constraint:Condition[1]	
1-8	46-49	out	Constraint:Condition[1]	
1-9	50-52	in	Constraint:Condition[1]	
1-10	53-60	section	Constraint:Condition[1]|Reference[3]	
1-11	61-62	2	Constraint:Condition[1]|Reference[3]	
1-12	62-63	,	Constraint:Condition[1]|Reference[3]	
1-13	64-70	second	Constraint:Condition[1]|Reference[3]	
1-14	71-80	paragraph	Constraint:Condition[1]|Reference[3]	
1-15	81-83	do	Constraint:Condition[1]	
1-16	84-87	not	Constraint:Condition[1]	
1-17	88-93	exist	Constraint:Condition[1]	
1-18	93-94	,	_	
1-19	95-103	official	Situation[4]|Artifact[5]	
1-20	104-111	listing	Situation[4]|Artifact[5]	
1-21	112-115	may	Situation[4]|Modality[6]	
1-22	116-121	occur	Situation[4]	
1-23	122-130	provided	Constraint:Condition[7]	
1-24	131-135	that	Constraint:Condition[7]	
1-25	136-139	the	Constraint:Condition[7]	
1-26	140-150	securities	Constraint:Condition[7]|Actor:Agent[8]	
1-27	151-159	exchange	Constraint:Condition[7]|Actor:Agent[8]	
1-28	160-170	determines	Constraint:Condition[7]|Action[9]	
1-29	171-175	that	Constraint:Condition[7]|Action[9]	
1-30	176-179	the	Constraint:Condition[7]|Action[9]	
1-31	180-186	market	Constraint:Condition[7]|Action[9]|Actor:Target[10]	
1-32	187-197	conditions	Constraint:Condition[7]|Action[9]|Actor:Target[10]	
1-33	198-201	are	Constraint:Condition[7]|Action[9]	
1-34	202-207	still	Constraint:Condition[7]|Action[9]	
1-35	208-220	satisfactory	Constraint:Condition[7]|Action[9]	
1-36	220-221	.	_	

#Text=Official listing may also occur if the documents referred to in section 2, first paragraph, subsection c can be produced for fewer than three financial years if the investors are judged to have access to the requisite information to be able to make an informed assessment of the issuer and the transferable securities that are the subject of the official listing application.
2-1	223-231	Official	Situation[11]|Artifact[12]	
2-2	232-239	listing	Situation[11]|Artifact[12]	
2-3	240-243	may	Situation[11]|Modality[13]	
2-4	244-248	also	Situation[11]	
2-5	249-254	occur	Situation[11]	
2-6	255-257	if	Constraint:Condition[14]	
2-7	258-261	the	Constraint:Condition[14]	
2-8	262-271	documents	Constraint:Condition[14]	
2-9	272-280	referred	Constraint:Condition[14]	
2-10	281-283	to	Constraint:Condition[14]	
2-11	284-286	in	Constraint:Condition[14]	
2-12	287-294	section	Constraint:Condition[14]|Reference[15]	
2-13	295-296	2	Constraint:Condition[14]|Reference[15]	
2-14	296-297	,	Constraint:Condition[14]|Reference[15]	
2-15	298-303	first	Constraint:Condition[14]|Reference[15]	
2-16	304-313	paragraph	Constraint:Condition[14]|Reference[15]	
2-17	313-314	,	Constraint:Condition[14]|Reference[15]	
2-18	315-325	subsection	Constraint:Condition[14]|Reference[15]	
2-19	326-327	c	Constraint:Condition[14]|Reference[15]	
2-20	328-331	can	Modality	
2-21	332-334	be	Action[16]	
2-22	335-343	produced	Action[16]	
2-23	344-347	for	Action[16]	
2-24	348-353	fewer	Action[16]|Time[17]	
2-25	354-358	than	Action[16]|Time[17]	
2-26	359-364	three	Action[16]|Time[17]	
2-27	365-374	financial	Action[16]|Time[17]	
2-28	375-380	years	Action[16]|Time[17]	
2-29	381-383	if	Constraint:Condition[18]	
2-30	384-387	the	Constraint:Condition[18]|Actor:Target[19]	
2-31	388-397	investors	Constraint:Condition[18]|Actor:Target[19]	
2-32	398-401	are	Constraint:Condition[18]|Action[20]	
2-33	402-408	judged	Constraint:Condition[18]|Action[20]	
2-34	409-411	to	Constraint:Condition[18]|Action[20]	
2-35	412-416	have	Constraint:Condition[18]|Action[20]	
2-36	417-423	access	Constraint:Condition[18]|Action[20]	
2-37	424-426	to	Constraint:Condition[18]|Action[20]	
2-38	427-430	the	Constraint:Condition[18]|Action[20]	
2-39	431-440	requisite	Constraint:Condition[18]|Action[20]|Artifact[21]	
2-40	441-452	information	Constraint:Condition[18]|Action[20]|Artifact[21]	
2-41	453-455	to	_	
2-42	456-458	be	_	
2-43	459-463	able	_	
2-44	464-466	to	Action[22]	
2-45	467-471	make	Action[22]	
2-46	472-474	an	Action[22]	
2-47	475-483	informed	Action[22]	
2-48	484-494	assessment	Action[22]	
2-49	495-497	of	Action[22]	
2-50	498-501	the	Action[22]|Actor:Target[23]	
2-51	502-508	issuer	Action[22]|Actor:Target[23]	
2-52	509-512	and	Action[22]	
2-53	513-516	the	Action[22]|Artifact[24]	
2-54	517-529	transferable	Action[22]|Artifact[24]	
2-55	530-540	securities	Action[22]|Artifact[24]	
2-56	541-545	that	Action[22]	
2-57	546-549	are	Action[22]	
2-58	550-553	the	Action[22]	
2-59	554-561	subject	Action[22]	
2-60	562-564	of	Action[22]	
2-61	565-568	the	Action[22]	
2-62	569-577	official	Action[22]|Artifact[25]	
2-63	578-585	listing	Action[22]|Artifact[25]	
2-64	586-597	application	Action[22]|Artifact[25]	
2-65	597-598	.	_	

#Text=Section 2, second paragraph, subsections a and d do not apply to the official listing of additional blocks of shares of the same class as those already registered.
3-1	600-607	Section	Constraint:Exception[26]|Reference[27]	
3-2	608-609	2	Constraint:Exception[26]|Reference[27]	
3-3	609-610	,	Constraint:Exception[26]|Reference[27]	
3-4	611-617	second	Constraint:Exception[26]|Reference[27]	
3-5	618-627	paragraph	Constraint:Exception[26]|Reference[27]	
3-6	627-628	,	Constraint:Exception[26]|Reference[27]	
3-7	629-640	subsections	Constraint:Exception[26]|Reference[27]	
3-8	641-642	a	Constraint:Exception[26]|Reference[27]	
3-9	643-646	and	Constraint:Exception[26]|Reference[27]	
3-10	647-648	d	Constraint:Exception[26]|Reference[27]	
3-11	649-651	do	Constraint:Exception[26]	
3-12	652-655	not	Constraint:Exception[26]	
3-13	656-661	apply	Constraint:Exception[26]	
3-14	662-664	to	Constraint:Exception[26]	
3-15	665-668	the	Constraint:Exception[26]	
3-16	669-677	official	Constraint:Exception[26]|Artifact[28]	
3-17	678-685	listing	Constraint:Exception[26]|Artifact[28]	
3-18	686-688	of	Constraint:Exception[26]|Artifact[28]	
3-19	689-699	additional	Constraint:Exception[26]|Artifact[28]	
3-20	700-706	blocks	Constraint:Exception[26]|Artifact[28]	
3-21	707-709	of	Constraint:Exception[26]|Artifact[28]	
3-22	710-716	shares	Constraint:Exception[26]|Artifact[28]	
3-23	717-719	of	Constraint:Exception[26]|Artifact[28]	
3-24	720-723	the	Constraint:Exception[26]|Artifact[28]	
3-25	724-728	same	Constraint:Exception[26]|Artifact[28]	
3-26	729-734	class	Constraint:Exception[26]|Artifact[28]	
3-27	735-737	as	Constraint:Exception[26]|Reason[29]	
3-28	738-743	those	Constraint:Exception[26]|Reason[29]	
3-29	744-751	already	Constraint:Exception[26]|Reason[29]	
3-30	752-762	registered	Constraint:Exception[26]|Reason[29]	
3-31	762-763	.	Constraint:Exception[26]	

#Text=Where applicable, official listing of transferable securities in a foreign firm shall be subject to that which is prescribed for transferable securities in a Swedish firm.
4-1	765-770	Where	Constraint[30]	
4-2	771-781	applicable	Constraint[30]	
4-3	781-782	,	_	
4-4	783-791	official	Artifact[31]	
4-5	792-799	listing	Artifact[31]	
4-6	800-802	of	Artifact[31]	
4-7	803-815	transferable	Artifact[31]	
4-8	816-826	securities	Artifact[31]	
4-9	827-829	in	Actor:Auxiliary Party[32]	
4-10	830-831	a	Actor:Auxiliary Party[32]	
4-11	832-839	foreign	Actor:Auxiliary Party[32]	
4-12	840-844	firm	Actor:Auxiliary Party[32]	
4-13	845-850	shall	Modality	
4-14	851-853	be	Situation[33]	
4-15	854-861	subject	Situation[33]	
4-16	862-864	to	Situation[33]	
4-17	865-869	that	Situation[33]	
4-18	870-875	which	Situation[33]	
4-19	876-878	is	Situation[33]	
4-20	879-889	prescribed	Situation[33]	
4-21	890-893	for	Situation[33]	
4-22	894-906	transferable	Situation[33]|Artifact[34]	
4-23	907-917	securities	Situation[33]|Artifact[34]	
4-24	918-920	in	Situation[33]	
4-25	921-922	a	Situation[33]|Actor:Auxiliary Party[35]	
4-26	923-930	Swedish	Situation[33]|Actor:Auxiliary Party[35]	
4-27	931-935	firm	Situation[33]|Actor:Auxiliary Party[35]	
4-28	935-936	.	_	

#Text=Shares in a foreign CIU may be registered on a securities exchange if the foreign CIU conducts fund activities in its home Member State and is under the supervision of an authority or other authorised body.
5-1	938-944	Shares	Artifact	
5-2	945-947	in	_	
5-3	948-949	a	_	
5-4	950-957	foreign	Actor:Auxiliary Party[36]	
5-5	958-961	CIU	Actor:Auxiliary Party[36]	
5-6	962-965	may	Modality	
5-7	966-968	be	Action[37]	
5-8	969-979	registered	Action[37]	
5-9	980-982	on	Action[37]	
5-10	983-984	a	Action[37]	
5-11	985-995	securities	Action[37]|Location[38]	
5-12	996-1004	exchange	Action[37]|Location[38]	
5-13	1005-1007	if	Constraint:Condition[39]	
5-14	1008-1011	the	Constraint:Condition[39]	
5-15	1012-1019	foreign	Constraint:Condition[39]|Actor:Agent[40]	
5-16	1020-1023	CIU	Constraint:Condition[39]|Actor:Agent[40]	
5-17	1024-1032	conducts	Constraint:Condition[39]|Action[41]	
5-18	1033-1037	fund	Constraint:Condition[39]|Action[41]|Artifact[42]	
5-19	1038-1048	activities	Constraint:Condition[39]|Action[41]|Artifact[42]	
5-20	1049-1051	in	Constraint:Condition[39]|Action[41]	
5-21	1052-1055	its	Constraint:Condition[39]|Action[41]	
5-22	1056-1060	home	Constraint:Condition[39]|Action[41]|Location[43]	
5-23	1061-1067	Member	Constraint:Condition[39]|Action[41]|Location[43]	
5-24	1068-1073	State	Constraint:Condition[39]|Action[41]|Location[43]	
5-25	1074-1077	and	Constraint:Condition[39]	
5-26	1078-1080	is	Constraint:Condition[39]|Situation[44]	
5-27	1081-1086	under	Constraint:Condition[39]|Situation[44]	
5-28	1087-1090	the	Constraint:Condition[39]|Situation[44]	
5-29	1091-1102	supervision	Constraint:Condition[39]|Situation[44]	
5-30	1103-1105	of	Constraint:Condition[39]|Situation[44]	
5-31	1106-1108	an	Constraint:Condition[39]|Situation[44]|Actor:Agent[45]	
5-32	1109-1118	authority	Constraint:Condition[39]|Situation[44]|Actor:Agent[45]	
5-33	1119-1121	or	Constraint:Condition[39]|Situation[44]	
5-34	1122-1127	other	Constraint:Condition[39]|Situation[44]|Actor:Agent[46]	
5-35	1128-1138	authorised	Constraint:Condition[39]|Situation[44]|Actor:Agent[46]	
5-36	1139-1143	body	Constraint:Condition[39]|Situation[44]|Actor:Agent[46]	
5-37	1143-1144	.	_	
