#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=An institution shall apply a rule in approved international financial reporting standards if it is in agreement with the Annual Accounts for Credit Institutions and Securities Companies Act (1995:1559) and these regulations.
1-1	0-2	An	Actor:Agent[1]	
1-2	3-14	institution	Actor:Agent[1]	
1-3	15-20	shall	Modality	
1-4	21-26	apply	Action[2]	
1-5	27-28	a	Action[2]	
1-6	29-33	rule	Action[2]|Artifact[3]	
1-7	34-36	in	Action[2]|Artifact[3]	
1-8	37-45	approved	Action[2]|Artifact[3]	
1-9	46-59	international	Action[2]|Artifact[3]	
1-10	60-69	financial	Action[2]|Artifact[3]	
1-11	70-79	reporting	Action[2]|Artifact[3]	
1-12	80-89	standards	Action[2]|Artifact[3]	
1-13	90-92	if	Constraint:Condition[4]	
1-14	93-95	it	Constraint:Condition[4]	
1-15	96-98	is	Constraint:Condition[4]	
1-16	99-101	in	Constraint:Condition[4]	
1-17	102-111	agreement	Constraint:Condition[4]	
1-18	112-116	with	Constraint:Condition[4]	
1-19	117-120	the	Constraint:Condition[4]	
1-20	121-127	Annual	Constraint:Condition[4]|Artifact[5]	
1-21	128-136	Accounts	Constraint:Condition[4]|Artifact[5]	
1-22	137-140	for	Constraint:Condition[4]|Artifact[5]	
1-23	141-147	Credit	Constraint:Condition[4]|Artifact[5]	
1-24	148-160	Institutions	Constraint:Condition[4]|Artifact[5]	
1-25	161-164	and	Constraint:Condition[4]|Artifact[5]	
1-26	165-175	Securities	Constraint:Condition[4]|Artifact[5]	
1-27	176-185	Companies	Constraint:Condition[4]|Artifact[5]	
1-28	186-189	Act	Constraint:Condition[4]|Artifact[5]	
1-29	190-191	(	Constraint:Condition[4]|Artifact[5]	
1-30	191-195	1995	Constraint:Condition[4]|Artifact[5]	
1-31	195-196	:	Constraint:Condition[4]|Artifact[5]	
1-32	196-200	1559	Constraint:Condition[4]|Artifact[5]	
1-33	200-201	)	Constraint:Condition[4]|Artifact[5]	
1-34	202-205	and	Constraint:Condition[4]	
1-35	206-211	these	Constraint:Condition[4]|Reference[6]	
1-36	212-223	regulations	Constraint:Condition[4]|Reference[6]	
1-37	223-224	.	_	

#Text=In other cases, the corresponding regulation in Annual Accounts for Credit Institutions and Securities Companies Act and these regulations shall apply.
2-1	225-227	In	Constraint:Exception[7]	
2-2	228-233	other	Constraint:Exception[7]	
2-3	234-239	cases	Constraint:Exception[7]	
2-4	239-240	,	Constraint:Exception[7]	
2-5	241-244	the	Constraint:Exception[7]	
2-6	245-258	corresponding	Constraint:Exception[7]	
2-7	259-269	regulation	Constraint:Exception[7]	
2-8	270-272	in	Constraint:Exception[7]	
2-9	273-279	Annual	Constraint:Exception[7]|Artifact[8]	
2-10	280-288	Accounts	Constraint:Exception[7]|Artifact[8]	
2-11	289-292	for	Constraint:Exception[7]|Artifact[8]	
2-12	293-299	Credit	Constraint:Exception[7]|Artifact[8]	
2-13	300-312	Institutions	Constraint:Exception[7]|Artifact[8]	
2-14	313-316	and	Constraint:Exception[7]|Artifact[8]	
2-15	317-327	Securities	Constraint:Exception[7]|Artifact[8]	
2-16	328-337	Companies	Constraint:Exception[7]|Artifact[8]	
2-17	338-341	Act	Constraint:Exception[7]|Artifact[8]	
2-18	342-345	and	Constraint:Exception[7]	
2-19	346-351	these	Constraint:Exception[7]|Reference[9]	
2-20	352-363	regulations	Constraint:Exception[7]|Reference[9]	
2-21	364-369	shall	Constraint:Exception[7]|Modality[10]	
2-22	370-375	apply	Constraint:Exception[7]	
2-23	375-376	.	Constraint:Exception[7]	

#Text=An institution does not need to apply a rule in approved international financial reporting standards that is in agreement with the Annual Accounts for Credit Institutions and Securities Companies Act and these regulations if it instead applies a corresponding regulation in Swedish Financial Reporting Board Recommendation RFR 2 Accounting for Legal Entities.
3-1	378-380	An	Constraint:Exception[11]|Actor:Agent[12]	
3-2	381-392	institution	Constraint:Exception[11]|Actor:Agent[12]	
3-3	393-397	does	Constraint:Exception[11]|Action[13]	
3-4	398-401	not	Constraint:Exception[11]|Action[13]	
3-5	402-406	need	Constraint:Exception[11]|Action[13]	
3-6	407-409	to	Constraint:Exception[11]|Action[13]	
3-7	410-415	apply	Constraint:Exception[11]|Action[13]	
3-8	416-417	a	Constraint:Exception[11]|Action[13]	
3-9	418-422	rule	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-10	423-425	in	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-11	426-434	approved	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-12	435-448	international	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-13	449-458	financial	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-14	459-468	reporting	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-15	469-478	standards	Constraint:Exception[11]|Action[13]|Actor:Target[14]	
3-16	479-483	that	Constraint:Exception[11]|Action[13]	
3-17	484-486	is	Constraint:Exception[11]|Action[13]	
3-18	487-489	in	Constraint:Exception[11]|Action[13]	
3-19	490-499	agreement	Constraint:Exception[11]|Action[13]	
3-20	500-504	with	Constraint:Exception[11]|Action[13]	
3-21	505-508	the	Constraint:Exception[11]|Action[13]	
3-22	509-515	Annual	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-23	516-524	Accounts	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-24	525-528	for	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-25	529-535	Credit	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-26	536-548	Institutions	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-27	549-552	and	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-28	553-563	Securities	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-29	564-573	Companies	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-30	574-577	Act	Constraint:Exception[11]|Action[13]|Artifact[15]	
3-31	578-581	and	Constraint:Exception[11]|Action[13]	
3-32	582-587	these	Constraint:Exception[11]|Action[13]|Reference[16]	
3-33	588-599	regulations	Constraint:Exception[11]|Action[13]|Reference[16]	
3-34	600-602	if	Constraint:Exception[11]|Constraint:Condition[17]	
3-35	603-605	it	Constraint:Exception[11]|Constraint:Condition[17]	
3-36	606-613	instead	Constraint:Exception[11]|Constraint:Condition[17]	
3-37	614-621	applies	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]	
3-38	622-623	a	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]	
3-39	624-637	corresponding	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]	
3-40	638-648	regulation	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]	
3-41	649-651	in	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]	
3-42	652-659	Swedish	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-43	660-669	Financial	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-44	670-679	Reporting	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-45	680-685	Board	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-46	686-700	Recommendation	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-47	701-704	RFR	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-48	705-706	2	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-49	707-717	Accounting	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-50	718-721	for	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-51	722-727	Legal	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-52	728-736	Entities	Constraint:Exception[11]|Constraint:Condition[17]|Action[18]|Artifact[19]	
3-53	736-737	.	Constraint:Exception[11]	

#Text=(FFFS 2013:2)
#Text=
#Text=For it to be determined that an institution controls another undertaking requires, in addition to fulfilment of the conditions in IFRS 10 Consolidated Financial Statements, that the institution holds a participation in the undertaking, cf.
4-1	738-739	(	_	
4-2	739-743	FFFS	_	
4-3	744-748	2013	_	
4-4	748-749	:	_	
4-5	749-750	2	_	
4-6	750-751	)	_	
4-7	753-756	For	_	
4-8	757-759	it	_	
4-9	760-762	to	_	
4-10	763-765	be	_	
4-11	766-776	determined	_	
4-12	777-781	that	_	
4-13	782-784	an	Actor:Agent[20]	
4-14	785-796	institution	Actor:Agent[20]	
4-15	797-805	controls	Action[21]	
4-16	806-813	another	Action[21]	
4-17	814-825	undertaking	Action[21]|Actor:Target[22]	
4-18	826-834	requires	_	
4-19	834-835	,	_	
4-20	836-838	in	Constraint:Condition[23]	
