#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=The managing director should ensure that the board of directors receives such objective, detailed and relevant information as required in order to take well-founded decisions and that the board of directors is regularly informed regarding developments in the undertaking's operations.
1-1	0-3	The	Actor:Agent[1]	
1-2	4-12	managing	Actor:Agent[1]	
1-3	13-21	director	Actor:Agent[1]	
1-4	22-28	should	Modality	
1-5	29-35	ensure	Action[2]	
1-6	36-40	that	Action[2]	
1-7	41-44	the	Action[2]|Actor:Target[3]	
1-8	45-50	board	Action[2]|Actor:Target[3]	
1-9	51-53	of	Action[2]|Actor:Target[3]	
1-10	54-63	directors	Action[2]|Actor:Target[3]	
1-11	64-72	receives	Action[2]|Action[4]	
1-12	73-77	such	Action[2]|Action[4]	
1-13	78-87	objective	Action[2]|Action[4]|Artifact[5]	
1-14	87-88	,	Action[2]|Action[4]|Artifact[5]	
1-15	89-97	detailed	Action[2]|Action[4]|Artifact[5]	
1-16	98-101	and	Action[2]|Action[4]|Artifact[5]	
1-17	102-110	relevant	Action[2]|Action[4]|Artifact[5]	
1-18	111-122	information	Action[2]|Action[4]|Artifact[5]	
1-19	123-125	as	Action[2]|Action[4]	
1-20	126-134	required	Action[2]|Action[4]	
1-21	135-137	in	Action[2]|Action[4]	
1-22	138-143	order	Action[2]|Action[4]	
1-23	144-146	to	Action[2]|Action[4]	
1-24	147-151	take	Action[2]|Action[4]	
1-25	152-164	well-founded	Action[2]|Action[4]	
1-26	165-174	decisions	Action[2]|Action[4]	
1-27	175-178	and	Action[2]	
1-28	179-183	that	Action[2]	
1-29	184-187	the	Action[2]|Actor:Target[6]	
1-30	188-193	board	Action[2]|Actor:Target[6]	
1-31	194-196	of	Action[2]|Actor:Target[6]	
1-32	197-206	directors	Action[2]|Actor:Target[6]	
1-33	207-209	is	Action[2]|Action[7]	
1-34	210-219	regularly	Action[2]|Action[7]	
1-35	220-228	informed	Action[2]|Action[7]	
1-36	229-238	regarding	Action[2]|Action[7]|Artifact[8]	
1-37	239-251	developments	Action[2]|Action[7]|Artifact[8]	
1-38	252-254	in	Action[2]|Action[7]|Artifact[8]	
1-39	255-258	the	Action[2]|Action[7]|Artifact[8]	
1-40	259-272	undertaking's	Action[2]|Action[7]|Artifact[8]	
1-41	273-283	operations	Action[2]|Action[7]|Artifact[8]	
1-42	283-284	.	Action[2]	

#Text=An undertaking should possess efficient information and communications systems for the dissemination of internal information.
2-1	286-288	An	Actor:Agent[9]	
2-2	289-300	undertaking	Actor:Agent[9]	
2-3	301-307	should	Modality	
2-4	308-315	possess	Situation[10]	
2-5	316-325	efficient	Situation[10]|Artifact[11]	
2-6	326-337	information	Situation[10]|Artifact[11]	
2-7	338-341	and	Situation[10]|Artifact[11]	
2-8	342-356	communications	Situation[10]|Artifact[11]	
2-9	357-364	systems	Situation[10]|Artifact[11]	
2-10	365-368	for	Situation[10]	
2-11	369-372	the	Situation[10]	
2-12	373-386	dissemination	Situation[10]	
2-13	387-389	of	Situation[10]	
2-14	390-398	internal	Situation[10]|Artifact[12]	
2-15	399-410	information	Situation[10]|Artifact[12]	
2-16	410-411	.	Situation[10]	

#Text=The reference here is, inter alia, to technical systems as well as organisation and routines for the internal communication and dissemination of information.
3-1	412-415	The	_	
3-2	416-425	reference	_	
3-3	426-430	here	_	
3-4	431-433	is	Situation[13]	
3-5	433-434	,	Situation[13]	
3-6	435-440	inter	Situation[13]	
3-7	441-445	alia	Situation[13]	
3-8	445-446	,	Situation[13]	
3-9	447-449	to	Situation[13]	
3-10	450-459	technical	Situation[13]|Artifact[14]	
3-11	460-467	systems	Situation[13]|Artifact[14]	
3-12	468-470	as	Situation[13]	
3-13	471-475	well	Situation[13]	
3-14	476-478	as	Situation[13]	
3-15	479-491	organisation	Situation[13]|Artifact[15]	
3-16	492-495	and	Situation[13]|Artifact[15]	
3-17	496-504	routines	Situation[13]|Artifact[15]	
3-18	505-508	for	Situation[13]|Artifact[15]	
3-19	509-512	the	Situation[13]|Artifact[15]	
3-20	513-521	internal	Situation[13]|Artifact[15]	
3-21	522-535	communication	Situation[13]|Artifact[15]	
3-22	536-539	and	Situation[13]|Artifact[15]	
3-23	540-553	dissemination	Situation[13]|Artifact[15]	
3-24	554-556	of	Situation[13]|Artifact[15]	
3-25	557-568	information	Situation[13]|Artifact[15]	
3-26	568-569	.	_	
