#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.SemanticLegalMetadata|Concept


#Text=The institution should ensure that a functioning system is in place for contacts with customers in complaints matters.
1-1	0-3	The	Actor:Agent[1]	
1-2	4-15	institution	Actor:Agent[1]	
1-3	16-22	should	Modality	
1-4	23-29	ensure	Action[2]	
1-5	30-34	that	Action[2]	
1-6	35-36	a	Action[2]	
1-7	37-48	functioning	Action[2]|Artifact[3]	
1-8	49-55	system	Action[2]|Artifact[3]	
1-9	56-58	is	Action[2]|Artifact[3]	
1-10	59-61	in	Action[2]|Artifact[3]	
1-11	62-67	place	Action[2]|Artifact[3]	
1-12	68-71	for	Action[2]|Artifact[3]	
1-13	72-80	contacts	Action[2]|Artifact[3]	
1-14	81-85	with	Action[2]|Artifact[3]	
1-15	86-95	customers	Action[2]|Artifact[3]	
1-16	96-98	in	Action[2]|Artifact[3]	
1-17	99-109	complaints	Action[2]|Artifact[3]	
1-18	110-117	matters	Action[2]|Artifact[3]	
1-19	117-118	.	_	

#Text=The institution should have one or more complaints officers to whom dissatisfied customers can be referred.
2-1	119-122	The	Actor:Agent[4]	
2-2	123-134	institution	Actor:Agent[4]	
2-3	135-141	should	Modality	
2-4	142-146	have	Situation[5]	
2-5	147-150	one	Situation[5]	
2-6	151-153	or	Situation[5]	
2-7	154-158	more	Situation[5]	
2-8	159-169	complaints	Situation[5]|Actor:Auxiliary Party[6]	
2-9	170-178	officers	Situation[5]|Actor:Auxiliary Party[6]	
2-10	179-181	to	Situation[5]	
2-11	182-186	whom	Situation[5]|Action[7]|Actor:Agent[8]	
2-12	187-199	dissatisfied	Situation[5]|Action[7]|Actor:Target[9]	
2-13	200-209	customers	Situation[5]|Action[7]|Actor:Target[9]	
2-14	210-213	can	Situation[5]|Action[7]|Modality[10]	
2-15	214-216	be	Situation[5]|Action[7]	
2-16	217-225	referred	Situation[5]|Action[7]	
2-17	225-226	.	_	

#Text=The customer should be informed in an appropriate manner regarding the institution’s handling of complaints and the identity of the complaints manager at the institution.
3-1	228-231	The	Actor:Target[11]	
3-2	232-240	customer	Actor:Target[11]	
3-3	241-247	should	Modality	
3-4	248-250	be	Action[12]	
3-5	251-259	informed	Action[12]	
3-6	260-262	in	Action[12]|Constraint:Condition[13]	
3-7	263-265	an	Action[12]|Constraint:Condition[13]	
3-8	266-277	appropriate	Action[12]|Constraint:Condition[13]	
3-9	278-284	manner	Action[12]|Constraint:Condition[13]	
3-10	285-294	regarding	Action[12]	
3-11	295-298	the	Action[12]|Artifact[14]	
3-12	299-310	institution	Action[12]|Artifact[14]	
3-13	310-311	’	Action[12]|Artifact[14]	
3-14	311-312	s	Action[12]|Artifact[14]	
3-15	313-321	handling	Action[12]|Artifact[14]	
3-16	322-324	of	Action[12]|Artifact[14]	
3-17	325-335	complaints	Action[12]|Artifact[14]	
3-18	336-339	and	Action[12]	
3-19	340-343	the	Action[12]	
3-20	344-352	identity	Action[12]|Artifact[15]	
3-21	353-355	of	Action[12]|Artifact[15]	
3-22	356-359	the	Action[12]|Artifact[15]	
3-23	360-370	complaints	Action[12]|Artifact[15]|Actor:Auxiliary Party[16]	
3-24	371-378	manager	Action[12]|Artifact[15]|Actor:Auxiliary Party[16]	
3-25	379-381	at	Action[12]|Artifact[15]	
3-26	382-385	the	Action[12]|Artifact[15]	
3-27	386-397	institution	Action[12]|Artifact[15]	
3-28	397-398	.	Action[12]	

#Text=The information should also state how the customer shall submit a complaint against the institution.
4-1	399-402	The	Artifact[17]	
4-2	403-414	information	Artifact[17]	
4-3	415-421	should	Modality	
4-4	422-426	also	_	
4-5	427-432	state	Situation[18]	
4-6	433-436	how	Situation[18]	
4-7	437-440	the	Situation[18]|Actor:Agent[19]	
4-8	441-449	customer	Situation[18]|Actor:Agent[19]	
4-9	450-455	shall	Situation[18]|Modality[20]	
4-10	456-462	submit	Situation[18]|Action[21]	
4-11	463-464	a	Situation[18]|Action[21]	
4-12	465-474	complaint	Situation[18]|Action[21]	
4-13	475-482	against	Situation[18]|Action[21]	
4-14	483-486	the	Situation[18]|Action[21]|Actor:Target[22]	
4-15	487-498	institution	Situation[18]|Action[21]|Actor:Target[22]	
4-16	498-499	.	_	

#Text=Similar information should also be available at every institution’s office and on their website.
5-1	500-507	Similar	Artifact[23]	
5-2	508-519	information	Artifact[23]	
5-3	520-526	should	Modality	
5-4	527-531	also	_	
5-5	532-534	be	Situation[24]	
5-6	535-544	available	Situation[24]	
5-7	545-547	at	Situation[24]	
5-8	548-553	every	Situation[24]|Location[25]	
5-9	554-565	institution	Situation[24]|Location[25]	
5-10	565-566	’	Situation[24]|Location[25]	
5-11	566-567	s	Situation[24]|Location[25]	
5-12	568-574	office	Situation[24]|Location[25]	
5-13	575-578	and	Situation[24]	
5-14	579-581	on	Situation[24]|Location[26]	
5-15	582-587	their	Situation[24]|Location[26]	
5-16	588-595	website	Situation[24]|Location[26]	
5-17	595-596	.	_	

